Mod:Item:MetaData, Localized Name
mekanism:MachineBlock2:2, Chemical Infuser
mekanism:MachineBlock2:3, Chemical Injection Chamber
mekanism:MachineBlock2:4, Electrolytic Separator
mekanism:MachineBlock2:5, Precision Sawmill
mekanism:MachineBlock2:6, Chemical Dissolution Chamber
mekanism:MachineBlock2:7, Chemical Washer
mekanism:MachineBlock2:8, Chemical Crystallizer
mekanism:MachineBlock2:9, Seismic Vibrator
mekanism:MachineBlock2:10, Pressurized Reaction Chamber
mekanism:MachineBlock2:11, Basic Fluid Tank
mekanism:MachineBlock2:11, Advanced Fluid Tank
mekanism:MachineBlock2:11, Elite Fluid Tank
mekanism:MachineBlock2:11, Ultimate Fluid Tank
mekanism:MachineBlock2:11, Creative Fluid Tank
mekanism:MachineBlock2:12, Fluidic Plenisher
mekanism:MachineBlock2:13, Laser
mekanism:MachineBlock2:14, Laser Amplifier
mekanism:MachineBlock2:15, Laser Tractor Beam
mekanism:MachineBlock3:0, Quantum Entangloporter
mekanism:MachineBlock3:1, Solar Neutron Activator
mekanism:MachineBlock3:3, Oredictionificator
mekanism:MachineBlock3:4, Resistive Heater
mekanism:MachineBlock3:5, Formulaic Assemblicator
mekanism:MachineBlock3:6, Fuelwood Heater
mekanism:OreBlock:0, Osmium Ore
mekanism:OreBlock:1, Copper Ore
mekanism:OreBlock:2, Tin Ore
mekanism:EnergyCube:0, Basic Energy Cube
mekanism:EnergyCube:0, Basic Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:ObsidianTNT, Obsidian TNT
mekanism:BoundingBlock, Bounding Block
mekanism:GasTank:0, Basic Gas Tank
mekanism:GasTank:0, Advanced Gas Tank
mekanism:GasTank:0, Elite Gas Tank
mekanism:GasTank:0, Ultimate Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:CardboardBox, Cardboard Box
mekanism:PlasticBlock:0, §8Black Plastic Block
mekanism:PlasticBlock:1, §cRed Plastic Block
mekanism:PlasticBlock:2, §2Green Plastic Block
mekanism:PlasticBlock:3, §6Brown Plastic Block
mekanism:PlasticBlock:4, §1Blue Plastic Block
mekanism:PlasticBlock:5, §5Purple Plastic Block
mekanism:PlasticBlock:6, §3Cyan Plastic Block
mekanism:PlasticBlock:7, §7Light Grey Plastic Block
mekanism:PlasticBlock:8, §8Grey Plastic Block
mekanism:PlasticBlock:9, §dPink Plastic Block
mekanism:PlasticBlock:10, §aLime Plastic Block
mekanism:PlasticBlock:11, §eYellow Plastic Block
mekanism:PlasticBlock:12, §9Light Blue Plastic Block
mekanism:PlasticBlock:13, §dMagenta Plastic Block
mekanism:PlasticBlock:14, §6Orange Plastic Block
mekanism:PlasticBlock:15, §fWhite Plastic Block
mekanism:SlickPlasticBlock:0, §8Black Slick Plastic Block
mekanism:SlickPlasticBlock:1, §cRed Slick Plastic Block
mekanism:SlickPlasticBlock:2, §2Green Slick Plastic Block
mekanism:SlickPlasticBlock:3, §6Brown Slick Plastic Block
mekanism:SlickPlasticBlock:4, §1Blue Slick Plastic Block
mekanism:SlickPlasticBlock:5, §5Purple Slick Plastic Block
mekanism:SlickPlasticBlock:6, §3Cyan Slick Plastic Block
mekanism:SlickPlasticBlock:7, §7Light Grey Slick Plastic Block
mekanism:SlickPlasticBlock:8, §8Grey Slick Plastic Block
mekanism:SlickPlasticBlock:9, §dPink Slick Plastic Block
mekanism:SlickPlasticBlock:10, §aLime Slick Plastic Block
mekanism:SlickPlasticBlock:11, §eYellow Slick Plastic Block
mekanism:SlickPlasticBlock:12, §9Light Blue Slick Plastic Block
mekanism:SlickPlasticBlock:13, §dMagenta Slick Plastic Block
mekanism:SlickPlasticBlock:14, §6Orange Slick Plastic Block
mekanism:SlickPlasticBlock:15, §fWhite Slick Plastic Block
mekanism:GlowPlasticBlock:0, §8Black Plastic Glow Block
mekanism:GlowPlasticBlock:1, §cRed Plastic Glow Block
mekanism:GlowPlasticBlock:2, §2Green Plastic Glow Block
mekanism:GlowPlasticBlock:3, §6Brown Plastic Glow Block
mekanism:GlowPlasticBlock:4, §1Blue Plastic Glow Block
mekanism:GlowPlasticBlock:5, §5Purple Plastic Glow Block
mekanism:GlowPlasticBlock:6, §3Cyan Plastic Glow Block
mekanism:GlowPlasticBlock:7, §7Light Grey Plastic Glow Block
mekanism:GlowPlasticBlock:8, §8Grey Plastic Glow Block
mekanism:GlowPlasticBlock:9, §dPink Plastic Glow Block
mekanism:GlowPlasticBlock:10, §aLime Plastic Glow Block
mekanism:GlowPlasticBlock:11, §eYellow Plastic Glow Block
mekanism:GlowPlasticBlock:12, §9Light Blue Plastic Glow Block
mekanism:GlowPlasticBlock:13, §dMagenta Plastic Glow Block
mekanism:GlowPlasticBlock:14, §6Orange Plastic Glow Block
mekanism:GlowPlasticBlock:15, §fWhite Plastic Glow Block
mekanism:ReinforcedPlasticBlock:0, §8Black Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:1, §cRed Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:2, §2Green Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:3, §6Brown Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:4, §1Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:5, §5Purple Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:6, §3Cyan Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:7, §7Light Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:8, §8Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:9, §dPink Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:10, §aLime Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:11, §eYellow Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:12, §9Light Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:13, §dMagenta Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:14, §6Orange Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:15, §fWhite Reinforced Plastic Block
mekanism:RoadPlasticBlock:0, §8Black Plastic Road
mekanism:RoadPlasticBlock:1, §cRed Plastic Road
mekanism:RoadPlasticBlock:2, §2Green Plastic Road
mekanism:RoadPlasticBlock:3, §6Brown Plastic Road
mekanism:RoadPlasticBlock:4, §1Blue Plastic Road
mekanism:RoadPlasticBlock:5, §5Purple Plastic Road
mekanism:RoadPlasticBlock:6, §3Cyan Plastic Road
mekanism:RoadPlasticBlock:7, §7Light Grey Plastic Road
mekanism:RoadPlasticBlock:8, §8Grey Plastic Road
mekanism:RoadPlasticBlock:9, §dPink Plastic Road
mekanism:RoadPlasticBlock:10, §aLime Plastic Road
mekanism:RoadPlasticBlock:11, §eYellow Plastic Road
mekanism:RoadPlasticBlock:12, §9Light Blue Plastic Road
mekanism:RoadPlasticBlock:13, §dMagenta Plastic Road
mekanism:RoadPlasticBlock:14, §6Orange Plastic Road
mekanism:RoadPlasticBlock:15, §fWhite Plastic Road
mekanism:PlasticFence:0, §8Black Plastic Barrier
mekanism:PlasticFence:1, §cRed Plastic Barrier
mekanism:PlasticFence:2, §2Green Plastic Barrier
mekanism:PlasticFence:3, §6Brown Plastic Barrier
mekanism:PlasticFence:4, §1Blue Plastic Barrier
mekanism:PlasticFence:5, §5Purple Plastic Barrier
mekanism:PlasticFence:6, §3Cyan Plastic Barrier
mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
mekanism:PlasticFence:8, §8Grey Plastic Barrier
mekanism:PlasticFence:9, §dPink Plastic Barrier
mekanism:PlasticFence:10, §aLime Plastic Barrier
mekanism:PlasticFence:11, §eYellow Plastic Barrier
mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
mekanism:PlasticFence:13, §dMagenta Plastic Barrier
mekanism:PlasticFence:14, §6Orange Plastic Barrier
mekanism:PlasticFence:15, §fWhite Plastic Barrier
mekanism:SaltBlock, Salt Block
mekanismgenerators:Generator:0, Heat Generator
mekanismgenerators:Generator:1, Solar Generator
mekanismgenerators:Generator:3, Gas-Burning Generator
mekanismgenerators:Generator:4, Bio-Generator
mekanismgenerators:Generator:5, Advanced Solar Generator
mekanismgenerators:Generator:6, Wind Generator
mekanismgenerators:Generator:7, Turbine Rotor
mekanismgenerators:Generator:8, Rotational Complex
mekanismgenerators:Generator:9, Electromagnetic Coil
mekanismgenerators:Generator:10, Turbine Casing
mekanismgenerators:Generator:11, Turbine Valve
mekanismgenerators:Generator:12, Turbine Vent
mekanismgenerators:Generator:13, Saturating Condenser
mekanismgenerators:Reactor:0, Reactor Controller
mekanismgenerators:Reactor:1, Reactor Frame
mekanismgenerators:Reactor:2, Reactor Port
mekanismgenerators:Reactor:3, Reactor Logic Adapter
mekanismgenerators:ReactorGlass:0, Reactor Glass
mekanismgenerators:ReactorGlass:1, Laser Focus Matrix
mekanismgenerators:SolarPanel, Solar Panel
mekanismgenerators:Hohlraum, Hohlraum
mekanismgenerators:TurbineBlade, Turbine Blade
testdummy:dummy, Test Dummy
nuclearcraft:ore:0, Copper Ore
nuclearcraft:ore:1, Tin Ore
nuclearcraft:ore:2, Lead Ore
nuclearcraft:ore:3, Thorium Ore
nuclearcraft:ore:4, Uranium Ore
nuclearcraft:ore:5, Boron Ore
nuclearcraft:ore:6, Lithium Ore
nuclearcraft:ore:7, Magnesium Ore
nuclearcraft:ingot_block:0, Copper Block
nuclearcraft:ingot_block:1, Tin Block
nuclearcraft:ingot_block:2, Lead Block
nuclearcraft:ingot_block:3, Thorium Block
nuclearcraft:ingot_block:4, Uranium Block
nuclearcraft:ingot_block:5, Boron Block
nuclearcraft:ingot_block:6, Lithium Block
nuclearcraft:ingot_block:7, Magnesium Block
nuclearcraft:ingot_block:8, Graphite Block
nuclearcraft:ingot_block:9, Beryllium Block
nuclearcraft:ingot_block:10, Zirconium Block
nuclearcraft:fission_block:0, Reactor Casing
nuclearcraft:fission_block:1, Blast Block
nuclearcraft:reactor_casing_transparent, Transparent Reactor Casing
nuclearcraft:cell_block, Reactor Cell
nuclearcraft:cooler:0, Empty Cooler
nuclearcraft:cooler:1, Water Cooler
nuclearcraft:cooler:2, Redstone Cooler
nuclearcraft:cooler:3, Quartz Cooler
nuclearcraft:cooler:4, Gold Cooler
nuclearcraft:cooler:5, Glowstone Cooler
nuclearcraft:cooler:6, Lapis Cooler
nuclearcraft:cooler:7, Diamond Cooler
nuclearcraft:cooler:8, Liquid Helium Cooler
nuclearcraft:cooler:9, Enderium Cooler
nuclearcraft:cooler:10, Cryotheum Cooler
nuclearcraft:reactor_door, Reactor Door
nuclearcraft:reactor_trapdoor, Reactor Trapdoor
nuclearcraft:block_depleted_thorium, Depleted Thorium Block
nuclearcraft:block_depleted_uranium, Depleted Uranium Block
nuclearcraft:block_ice, Supercold Ice
nuclearcraft:nuclear_furnace_idle, Nuclear Furnace
nuclearcraft:nuclear_furnace_active, Nuclear Furnace
nuclearcraft:manufactory_idle, Manufactory
nuclearcraft:manufactory_active, Manufactory
nuclearcraft:isotope_separator_idle, Isotope Separator
nuclearcraft:isotope_separator_active, Isotope Separator
nuclearcraft:decay_hastener_idle, Decay Hastener
nuclearcraft:decay_hastener_active, Decay Hastener
nuclearcraft:fuel_reprocessor_idle, Fuel Reprocessor
nuclearcraft:fuel_reprocessor_active, Fuel Reprocessor
nuclearcraft:alloy_furnace_idle, Alloy Furnace
nuclearcraft:alloy_furnace_active, Alloy Furnace
nuclearcraft:infuser_idle, Fluid Infuser
nuclearcraft:infuser_active, Fluid Infuser
nuclearcraft:melter_idle, Melter
nuclearcraft:melter_active, Melter
nuclearcraft:supercooler_idle, Supercooler
nuclearcraft:supercooler_active, Supercooler
nuclearcraft:electrolyser_idle, Electrolyser
nuclearcraft:electrolyser_active, Electrolyser
nuclearcraft:irradiator_idle, Neutron Irradiator
nuclearcraft:irradiator_active, Neutron Irradiator
nuclearcraft:ingot_former_idle, Ingot Former
nuclearcraft:ingot_former_active, Ingot Former
nuclearcraft:pressurizer_idle, Pressurizer
nuclearcraft:pressurizer_active, Pressurizer
nuclearcraft:chemical_reactor_idle, Chemical Reactor
nuclearcraft:chemical_reactor_active, Chemical Reactor
nuclearcraft:salt_mixer_idle, Salt Mixer
nuclearcraft:salt_mixer_active, Salt Mixer
nuclearcraft:crystallizer_idle, Crystallizer
nuclearcraft:crystallizer_active, Crystallizer
nuclearcraft:dissolver_idle, Dissolver
nuclearcraft:dissolver_active, Dissolver
nuclearcraft:machine_interface, Machine Interface
nuclearcraft:fission_controller_idle, Fission Controller
nuclearcraft:fission_controller_active, Fission Controller
nuclearcraft:fission_port, Fission Reactor Port
nuclearcraft:fusion_core, Fusion Core
nuclearcraft:fusion_dummy_side, Fusion Core
nuclearcraft:fusion_dummy_top, Fusion Core
nuclearcraft:fusion_connector, Fusion Connector
nuclearcraft:rtg_uranium, Uranium RTG
nuclearcraft:rtg_plutonium, Plutonium RTG
nuclearcraft:rtg_americium, Americium RTG
nuclearcraft:rtg_californium, Californium RTG
nuclearcraft:solar_panel_basic, Basic Solar Panel
nuclearcraft:voltaic_pile_basic, Basic Voltaic Pile (WIP)
nuclearcraft:lithium_ion_battery_basic, Basic Lithium Ion Battery (WIP)
nuclearcraft:buffer, Buffer
nuclearcraft:active_cooler, Active Fluid Cooler
nuclearcraft:bin, Universal Bin
nuclearcraft:fusion_electromagnet_idle, Electromagnet
nuclearcraft:fusion_electromagnet_active, Electromagnet
nuclearcraft:fusion_electromagnet_transparent_idle, Transparent Electromagnet
nuclearcraft:fusion_electromagnet_transparent_active, Transparent Electromagnet
nuclearcraft:accelerator_electromagnet_idle, Superconducting Electromagnet
nuclearcraft:accelerator_electromagnet_active, Superconducting Electromagnet
nuclearcraft:electromagnet_supercooler_idle, Superconducting Supercooler
nuclearcraft:electromagnet_supercooler_active, Superconducting Supercooler
nuclearcraft:helium_collector, Helium Collector
nuclearcraft:cobblestone_generator, Cobblestone Generator
nuclearcraft:water_source, Infinite Water Source
nuclearcraft:nitrogen_collector, Nitrogen Collector
nuclearcraft:glowing_mushroom, Glowing Mushroom
nuclearcraft:fluid_oxygen, Oxygen
nuclearcraft:fluid_hydrogen, Hydrogen
nuclearcraft:fluid_deuterium, Deuterium
nuclearcraft:fluid_tritium, Tritium
nuclearcraft:fluid_helium3, Helium-3
nuclearcraft:fluid_helium, Helium
nuclearcraft:fluid_steam, Steam
nuclearcraft:fluid_liquidhelium, Liquid Helium
nuclearcraft:fluid_plasma, Plasma
nuclearcraft:fluid_lithium6, Molten Lithium-6
nuclearcraft:fluid_lithium7, Molten Lithium-7
nuclearcraft:fluid_boron10, Molten Boron-10
nuclearcraft:fluid_boron11, Molten Boron-11
nuclearcraft:fluid_neutron, Neutron Fluid
nuclearcraft:fluid_fluorine, Fluorine
nuclearcraft:fluid_nitrogen, Nitrogen
nuclearcraft:fluid_ammonia, Ammonia
nuclearcraft:fluid_ethanol, Ethanol
nuclearcraft:fluid_boric_acid, Boric Acid
nuclearcraft:fluid_diborane, Diborane
nuclearcraft:fluid_radaway, RadAway Fluid
nuclearcraft:fluid_beryllium, Molten Beryllium
nuclearcraft:fluid_lif, Molten Lithium Fluoride
nuclearcraft:fluid_bef2, Molten Beryllium Fluoride
nuclearcraft:fluid_flibe, Molten FLiBe Salt Mixture
nuclearcraft:fluid_boron_nitride_solution, Boron Nitride Solution
nuclearcraft:fluid_coolant, Coolant
nuclearcraft:fluid_sulfur, Molten Sulfur
nuclearcraft:fluid_sulfur_dioxide, Sulfur Dioxide
nuclearcraft:fluid_sulfur_trioxide, Sulfur Trioxide
nuclearcraft:fluid_sulfuric_acid, Sulfuric Acid
nuclearcraft:fluid_fluorite_water, Fluorite Water
nuclearcraft:fluid_calcium_sulfate_solution, Calcium Sulfate Solution
nuclearcraft:fluid_hydrofluoric_acid, Hydrofluoric Acid
nuclearcraft:fluid_oxygen_difluoride, Oxygen Difluoride
nuclearcraft:ingot:0, Copper Ingot
nuclearcraft:ingot:1, Tin Ingot
nuclearcraft:ingot:2, Lead Ingot
nuclearcraft:ingot:3, Thorium Ingot
nuclearcraft:ingot:4, Uranium Ingot
nuclearcraft:ingot:5, Boron Ingot
nuclearcraft:ingot:6, Lithium Ingot
nuclearcraft:ingot:7, Magnesium Ingot
nuclearcraft:ingot:8, Graphite Ingot
nuclearcraft:ingot:9, Beryllium Ingot
nuclearcraft:ingot:10, Zirconium Ingot
nuclearcraft:ingot_oxide:0, Thorium Oxide Ingot
nuclearcraft:ingot_oxide:1, Uranium Oxide Ingot
nuclearcraft:ingot_oxide:2, Manganese Oxide Ingot
nuclearcraft:ingot_oxide:3, Manganese Dioxide Ingot
nuclearcraft:dust:0, Copper Dust
nuclearcraft:dust:1, Tin Dust
nuclearcraft:dust:2, Lead Dust
nuclearcraft:dust:3, Thorium Dust
nuclearcraft:dust:4, Uranium Dust
nuclearcraft:dust:5, Boron Dust
nuclearcraft:dust:6, Lithium Dust
nuclearcraft:dust:7, Magnesium Dust
nuclearcraft:dust:8, Graphite Dust
nuclearcraft:dust:9, Beryllium Dust
nuclearcraft:dust:10, Zirconium Dust
nuclearcraft:dust_oxide:0, Thorium Oxide Dust
nuclearcraft:dust_oxide:1, Uranium Oxide Dust
nuclearcraft:dust_oxide:2, Manganese Oxide Dust
nuclearcraft:dust_oxide:3, Manganese Dioxide Dust
nuclearcraft:gem:0, Rhodochrosite
nuclearcraft:gem:1, Cubic Boron Nitride
nuclearcraft:gem:2, Fluorite
nuclearcraft:gem_dust:0, Crushed Diamond
nuclearcraft:gem_dust:1, Crushed Rhodochrosite
nuclearcraft:gem_dust:2, Crushed Quartz
nuclearcraft:gem_dust:3, Crushed Obsidian
nuclearcraft:gem_dust:4, Amorphous Boron Nitride
nuclearcraft:gem_dust:5, Crushed Fluorite
nuclearcraft:gem_dust:6, Sulfur
nuclearcraft:alloy:0, Bronze Alloy
nuclearcraft:alloy:1, Tough Alloy
nuclearcraft:alloy:2, Hard Carbon Alloy
nuclearcraft:alloy:3, Magnesium Diboride Alloy
nuclearcraft:alloy:4, Lithium Manganese Dioxide Alloy
nuclearcraft:alloy:5, Steel Alloy
nuclearcraft:alloy:6, Ferroboron Alloy
nuclearcraft:compound:0, Calcium Sulfate
nuclearcraft:part:0, Basic Plating
nuclearcraft:part:1, Advanced Plating
nuclearcraft:part:2, DU Plating
nuclearcraft:part:3, Elite Plating
nuclearcraft:part:4, Copper Solenoid
nuclearcraft:part:5, Magnesium Diboride Solenoid
nuclearcraft:part:6, Bioplastic
nuclearcraft:upgrade:0, Speed Upgrade
nuclearcraft:fuel_rod_empty, Empty Fuel Rod
nuclearcraft:tiny_dust_lead, Tiny Pile of Lead Dust
nuclearcraft:reactor_door_item, Reactor Door
nuclearcraft:thorium:0, Thorium-230
nuclearcraft:thorium:1, Thorium-230 Oxide
nuclearcraft:thorium:2, Tiny Clump of Thorium-230
nuclearcraft:thorium:3, Tiny Clump of Thorium-230 Oxide
nuclearcraft:thorium:4, Thorium-232
nuclearcraft:thorium:5, Thorium-232 Oxide
nuclearcraft:thorium:6, Tiny Clump of Thorium-232
nuclearcraft:thorium:7, Tiny Clump of Thorium-232 Oxide
nuclearcraft:uranium:0, Uranium-233
nuclearcraft:uranium:1, Uranium-233 Oxide
nuclearcraft:uranium:2, Tiny Clump of Uranium-233
nuclearcraft:uranium:3, Tiny Clump of Uranium-233 Oxide
nuclearcraft:uranium:4, Uranium-235
nuclearcraft:uranium:5, Uranium-235 Oxide
nuclearcraft:uranium:6, Tiny Clump of Uranium-235
nuclearcraft:uranium:7, Tiny Clump of Uranium-235 Oxide
nuclearcraft:uranium:8, Uranium-238
nuclearcraft:uranium:9, Uranium-238 Oxide
nuclearcraft:uranium:10, Tiny Clump of Uranium-238
nuclearcraft:uranium:11, Tiny Clump of Uranium-238 Oxide
nuclearcraft:neptunium:0, Neptunium-236
nuclearcraft:neptunium:1, Neptunium-236 Oxide
nuclearcraft:neptunium:2, Tiny Clump of Neptunium-236
nuclearcraft:neptunium:3, Tiny Clump of Neptunium-236 Oxide
nuclearcraft:neptunium:4, Neptunium-237
nuclearcraft:neptunium:5, Neptunium-237 Oxide
nuclearcraft:neptunium:6, Tiny Clump of Neptunium-237
nuclearcraft:neptunium:7, Tiny Clump of Neptunium-237 Oxide
nuclearcraft:plutonium:0, Plutonium-238
nuclearcraft:plutonium:1, Plutonium-238 Oxide
nuclearcraft:plutonium:2, Tiny Clump of Plutonium-238
nuclearcraft:plutonium:3, Tiny Clump of Plutonium-238 Oxide
nuclearcraft:plutonium:4, Plutonium-239
nuclearcraft:plutonium:5, Plutonium-239 Oxide
nuclearcraft:plutonium:6, Tiny Clump of Plutonium-239
nuclearcraft:plutonium:7, Tiny Clump of Plutonium-239 Oxide
nuclearcraft:plutonium:8, Plutonium-241
nuclearcraft:plutonium:9, Plutonium-241 Oxide
nuclearcraft:plutonium:10, Tiny Clump of Plutonium-241
nuclearcraft:plutonium:11, Tiny Clump of Plutonium-241 Oxide
nuclearcraft:plutonium:12, Plutonium-242
nuclearcraft:plutonium:13, Plutonium-242 Oxide
nuclearcraft:plutonium:14, Tiny Clump of Plutonium-242
nuclearcraft:plutonium:15, Tiny Clump of Plutonium-242 Oxide
nuclearcraft:americium:0, Americium-241
nuclearcraft:americium:1, Americium-241 Oxide
nuclearcraft:americium:2, Tiny Clump of Americium-241
nuclearcraft:americium:3, Tiny Clump of Americium-241 Oxide
nuclearcraft:americium:4, Americium-242
nuclearcraft:americium:5, Americium-242 Oxide
nuclearcraft:americium:6, Tiny Clump of Americium-242
nuclearcraft:americium:7, Tiny Clump of Americium-242 Oxide
nuclearcraft:americium:8, Americium-243
nuclearcraft:americium:9, Americium-243 Oxide
nuclearcraft:americium:10, Tiny Clump of Americium-243
nuclearcraft:americium:11, Tiny Clump of Americium-243 Oxide
nuclearcraft:curium:0, Curium-243
nuclearcraft:curium:1, Curium-243 Oxide
nuclearcraft:curium:2, Tiny Clump of Curium-243
nuclearcraft:curium:3, Tiny Clump of Curium-243 Oxide
nuclearcraft:curium:4, Curium-245
nuclearcraft:curium:5, Curium-245 Oxide
nuclearcraft:curium:6, Tiny Clump of Curium-245
nuclearcraft:curium:7, Tiny Clump of Curium-245 Oxide
nuclearcraft:curium:8, Curium-246
nuclearcraft:curium:9, Curium-246 Oxide
nuclearcraft:curium:10, Tiny Clump of Curium-246
nuclearcraft:curium:11, Tiny Clump of Curium-246 Oxide
nuclearcraft:curium:12, Curium-247
nuclearcraft:curium:13, Curium-247 Oxide
nuclearcraft:curium:14, Tiny Clump of Curium-247
nuclearcraft:curium:15, Tiny Clump of Curium-247 Oxide
nuclearcraft:berkelium:0, Berkelium-247
nuclearcraft:berkelium:1, Berkelium-247 Oxide
nuclearcraft:berkelium:2, Tiny Clump of Berkelium-247
nuclearcraft:berkelium:3, Tiny Clump of Berkelium-247 Oxide
nuclearcraft:berkelium:4, Berkelium-248
nuclearcraft:berkelium:5, Berkelium-248 Oxide
nuclearcraft:berkelium:6, Tiny Clump of Berkelium-248
nuclearcraft:berkelium:7, Tiny Clump of Berkelium-248 Oxide
nuclearcraft:californium:0, Californium-249
nuclearcraft:californium:1, Californium-249 Oxide
nuclearcraft:californium:2, Tiny Clump of Californium-249
nuclearcraft:californium:3, Tiny Clump of Californium-249 Oxide
nuclearcraft:californium:4, Californium-250
nuclearcraft:californium:5, Californium-250 Oxide
nuclearcraft:californium:6, Tiny Clump of Californium-250
nuclearcraft:californium:7, Tiny Clump of Californium-250 Oxide
nuclearcraft:californium:8, Californium-251
nuclearcraft:californium:9, Californium-251 Oxide
nuclearcraft:californium:10, Tiny Clump of Californium-251
nuclearcraft:californium:11, Tiny Clump of Californium-251 Oxide
nuclearcraft:californium:12, Californium-252
nuclearcraft:californium:13, Californium-252 Oxide
nuclearcraft:californium:14, Tiny Clump of Californium-252
nuclearcraft:californium:15, Tiny Clump of Californium-252 Oxide
nuclearcraft:fuel_thorium:0, TBU Fuel
nuclearcraft:fuel_thorium:1, TBU Oxide Fuel
nuclearcraft:fuel_uranium:0, LEU-233 Fuel
nuclearcraft:fuel_uranium:1, LEU-233 Oxide Fuel
nuclearcraft:fuel_uranium:2, HEU-233 Fuel
nuclearcraft:fuel_uranium:3, HEU-233 Oxide Fuel
nuclearcraft:fuel_uranium:4, LEU-235 Fuel
nuclearcraft:fuel_uranium:5, LEU-235 Oxide Fuel
nuclearcraft:fuel_uranium:6, HEU-235 Fuel
nuclearcraft:fuel_uranium:7, HEU-235 Oxide Fuel
nuclearcraft:fuel_neptunium:0, LEN-236 Fuel
nuclearcraft:fuel_neptunium:1, LEN-236 Oxide Fuel
nuclearcraft:fuel_neptunium:2, HEN-236 Fuel
nuclearcraft:fuel_neptunium:3, HEN-236 Oxide Fuel
nuclearcraft:fuel_plutonium:0, LEP-239 Fuel
nuclearcraft:fuel_plutonium:1, LEP-239 Oxide Fuel
nuclearcraft:fuel_plutonium:2, HEP-239 Fuel
nuclearcraft:fuel_plutonium:3, HEP-239 Oxide Fuel
nuclearcraft:fuel_plutonium:4, LEP-241 Fuel
nuclearcraft:fuel_plutonium:5, LEP-241 Oxide Fuel
nuclearcraft:fuel_plutonium:6, HEP-241 Fuel
nuclearcraft:fuel_plutonium:7, HEP-241 Oxide Fuel
nuclearcraft:fuel_mixed_oxide:0, MOX-239 Fuel
nuclearcraft:fuel_mixed_oxide:1, MOX-241 Fuel
nuclearcraft:fuel_americium:0, LEA-242 Fuel
nuclearcraft:fuel_americium:1, LEA-242 Oxide Fuel
nuclearcraft:fuel_americium:2, HEA-242 Fuel
nuclearcraft:fuel_americium:3, HEA-242 Oxide Fuel
nuclearcraft:fuel_curium:0, LECm-243 Fuel
nuclearcraft:fuel_curium:1, LECm-243 Oxide Fuel
nuclearcraft:fuel_curium:2, HECm-243 Fuel
nuclearcraft:fuel_curium:3, HECm-243 Oxide Fuel
nuclearcraft:fuel_curium:4, LECm-245 Fuel
nuclearcraft:fuel_curium:5, LECm-245 Oxide Fuel
nuclearcraft:fuel_curium:6, HECm-245 Fuel
nuclearcraft:fuel_curium:7, HECm-245 Oxide Fuel
